problem_id,language,original_status,original_src,changed_src,change,error,stderr,error_type,original_code_length,changed_code_length,code_length_difference,change_count
p02784,Python,Runtime Error,"# ABC153 # B Common Raccoon VS Monster h, n = map(int, input().split()) a = list(map(int, input().split())) s = sum(a) if a <= s: print(""Yes"") else: print(""No"")","# ABC153 # B Common Raccoon VS Monster h, n = map(int, input().split()) a = list(map(int, input().split())) s = sum(a) if h <= s: print(""Yes"") else: print(""No"")",replace,TypeError: '<=' not supported between instances of 'list' and 'int',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02784/Python/s611201002.py"", line 7, in <module>
    if a <= s:
TypeError: '<=' not supported between instances of 'list' and 'int'
",Runtime Error,160,160,0,0
p02785,Python,Time Limit Exceeded,"N, K = map(int, input().split()) H = [int(N) for N in input().split()] for i in range(0, K): if H[H.index(max(H))] == 0: break H[H.index(max(H))] = 0 print(sum(filter(lambda x: x != 0, H)))","N, K = map(int, input().split()) H = [int(N) for N in input().split()] H.sort(reverse=True) if N <= K: print(0) else: for i in range(0, K): H[i] = 0 print(sum(H))",replace,TLE,No stderr available,Time Limit Exceeded,189,162,-27,0
p02785,Python,Runtime Error,"N, K = map(int, input().split()) H = map(int, input().split()) H.sort(reverse=True) if K >= N: print(0) else: print(sum(H[K:]))","N, K = map(int, input().split()) H = list(map(int, input().split())) H.sort(reverse=True) if K >= N: print(0) else: print(sum(H[K:]))",replace,AttributeError: 'map' object has no attribute 'sort',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02785/Python/s623070047.py"", line 4, in <module>
    H.sort(reverse=True)
AttributeError: 'map' object has no attribute 'sort'
",Runtime Error,127,133,6,0
p02785,Python,Time Limit Exceeded,"n, k = map(int, input().split()) h = sorted(map(int, input().split()), reverse=True) if k == 0: print(sum(h)) elif k < n: for i in range(k): h.pop(0) print(sum(h)) else: print(0)","n, k = map(int, input().split()) h = sorted(map(int, input().split()), reverse=True) if k == 0: print(sum(h)) elif k < n: print(sum(h[k:])) else: print(0)",replace,TLE,No stderr available,Time Limit Exceeded,178,154,-24,0
p02785,Python,Runtime Error,"H, K = map(int, input().split()) hp = list(int, map(input().split())) hp.sort(reverse=True) print(sum(hp[K:]))","H, K = map(int, input().split()) hp = list(map(int, input().split())) hp.sort(reverse=True) print(sum(hp[K:]))",replace,TypeError: map() must have at least two arguments.,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02785/Python/s611990638.py"", line 2, in <module>
    hp = list(int, map(input().split()))
TypeError: map() must have at least two arguments.
",Runtime Error,110,110,0,0
p02785,Python,Time Limit Exceeded,"N, K = map(int, input().split()) H = list(map(int, input().split())) H_sorted = sorted(H, reverse=True) for _ in range(K): if not len(H_sorted): break H_sorted.pop(0) print(sum(H_sorted))","N, K = map(int, input().split()) H = list(map(int, input().split())) H_sorted = sorted(H, reverse=True) print(sum(H_sorted[K:]))",replace,TLE,No stderr available,Time Limit Exceeded,187,128,-59,0
p02785,Python,Time Limit Exceeded,"import sys n, k = map(int, input().split()) hp_list = list(map(int, input().split())) hp_list.sort(reverse=True) if k >= len(hp_list): print(0) sys.exit() for del_num in range(k): del hp_list[0] print(sum(hp_list))","import sys n, k = map(int, input().split()) hp_list = list(map(int, input().split())) hp_list.sort(reverse=True) if k >= len(hp_list): print(0) sys.exit() hp_list = hp_list[k:] print(sum(hp_list))",replace,TLE,No stderr available,Time Limit Exceeded,214,196,-18,0
p02785,Python,Runtime Error,"n, k = map(int, input().split()) h = list(map(int, input().split())) h.sort() for i in range(k): h.pop() print(sum(h))","n, k = map(int, input().split()) h = list(map(int, input().split())) if n <= k: print(0) exit() h.sort() for i in range(k): h.pop() print(sum(h))",insert,0,No stderr available,Runtime Error,118,145,27,0
p02785,Python,Time Limit Exceeded,"class Solution: def solve(self, H, k, monsters): monsters.sort(reverse=True) i = 0 while i < k and len(monsters) > 0: monsters.pop(0) i += 1 ans = 0 for monster in monsters: ans += monster return ans sol = Solution() [H, k] = list(map(int, input().strip().split())) monsters = list(map(int, input().strip().split())) print(sol.solve(H, k, monsters))","class Solution: def solve(self, H, k, monsters): monsters.sort(reverse=True) return sum(monsters[k:]) sol = Solution() [H, k] = list(map(int, input().strip().split())) monsters = list(map(int, input().strip().split())) print(sol.solve(H, k, monsters))",replace,TLE,No stderr available,Time Limit Exceeded,349,251,-98,0
p02785,Python,Time Limit Exceeded,"N, K = [int(_) for _ in input().split()] H = [int(_) for _ in input().split()] list_H = sorted(H, reverse=True) if len(H) < K: print(0) else: for k in range(K): if len(list_H) > 0: list_H.pop(0) print(sum(list_H))","N, K = [int(_) for _ in input().split()] H = [int(_) for _ in input().split()] H.sort(reverse=True) print(sum(H[K:]))",replace,TLE,No stderr available,Time Limit Exceeded,213,117,-96,0
p02785,Python,Time Limit Exceeded,"N, K = map(int, input().split()) list_H = [int(x) for x in input().split()] list_H.sort() while K: if list_H: list_H.pop() K -= 1 sum = 0 while list_H: sum += list_H[0] list_H.pop(0) print(sum)","N, K = map(int, input().split()) list_H = [int(x) for x in input().split()] list_H.sort() while K: if list_H: list_H.pop() K -= 1 print(sum(list_H))",replace,TLE,No stderr available,Time Limit Exceeded,193,148,-45,0
p02785,Python,Time Limit Exceeded,"import sys from io import StringIO import unittest def resolve(): N, K = [int(i) for i in input().split()] H = [int(i) for i in input().split()] for i in range(K): if len(H) > 0: idx = H.index(max(H)) H[idx] = 0 else: break sumH = 0 if len(H) > 0: sumH = sum(H) print(sumH) class TestClass(unittest.TestCase): def assertIO(self, input, output): stdout, stdin = sys.stdout, sys.stdin sys.stdout, sys.stdin = StringIO(), StringIO(input) resolve() sys.stdout.seek(0) out = sys.stdout.read()[:-1] sys.stdout, sys.stdin = stdout, stdin self.assertEqual(out, output) def test_入力例_1(self): input = """"""3 1 4 1 5"""""" output = """"""5"""""" self.assertIO(input, output) def test_入力例_2(self): input = """"""8 9 7 9 3 2 3 8 4 6"""""" output = """"""0"""""" self.assertIO(input, output) def test_入力例_3(self): input = """"""3 0 1000000000 1000000000 1000000000"""""" output = """"""3000000000"""""" self.assertIO(input, output) if __name__ == ""__main__"": # unittest.main() resolve()","import sys from io import StringIO import unittest def resolve(): N, K = [int(i) for i in input().split()] H = sorted([int(i) for i in input().split()]) if N <= K: H = [0] else: # if K < (N - K): for i in range(K): H[len(H) - 1 - i] = 0 # else: # Hs = [] # for i in range(N - K): # Hs.append(H[i]) # H = Hs print(sum(H)) class TestClass(unittest.TestCase): def assertIO(self, input, output): stdout, stdin = sys.stdout, sys.stdin sys.stdout, sys.stdin = StringIO(), StringIO(input) resolve() sys.stdout.seek(0) out = sys.stdout.read()[:-1] sys.stdout, sys.stdin = stdout, stdin self.assertEqual(out, output) def test_入力例_1(self): input = """"""3 1 4 1 5"""""" output = """"""5"""""" self.assertIO(input, output) def test_入力例_2(self): input = """"""8 9 7 9 3 2 3 8 4 6"""""" output = """"""0"""""" self.assertIO(input, output) def test_入力例_3(self): input = """"""3 0 1000000000 1000000000 1000000000"""""" output = """"""3000000000"""""" self.assertIO(input, output) if __name__ == ""__main__"": # unittest.main() resolve()",replace,TLE,No stderr available,Time Limit Exceeded,937,984,47,0
p02785,Python,Time Limit Exceeded,"import numpy as np N, K = [int(i) for i in input().split()] H = [int(h) for h in input().split()] H = np.sort(np.array(H))[::-1] for i in range(min(K, H.shape[0])): H = np.delete(H, 0) print(np.sum(H))","import numpy as np N, K = [int(i) for i in input().split()] H = [int(h) for h in input().split()] H = np.sort(np.array(H))[::-1] H = H[min(K, H.shape[0]) :] print(np.sum(H))",replace,TLE,No stderr available,Time Limit Exceeded,201,173,-28,0
p02785,Python,Time Limit Exceeded,"N, K = map(int, input().lower().split()) H = [] total = 0 input_string = input() H = input_string.split() H = list(map(int, H)) for j in range(K): if not H: break else: H.remove(max(H)) print(sum(H))","N, K = map(int, input().lower().split()) H = [] total = 0 input_string = input() H = input_string.split() H = list(map(int, H)) H.sort(reverse=True) del H[0:K] print(sum(H))",replace,TLE,No stderr available,Time Limit Exceeded,199,173,-26,0
p02787,Python,Time Limit Exceeded,"MAX_LIMIT = 1e30 H, N = list(map(int, input().split())) A, B = [], [] for _ in range(N): a, b = list(map(int, input().split())) A.append(a) # HP B.append(b) # power # dp[i] means minimum power used to reduce HP i dp = [MAX_LIMIT] * (H + max(A)) dp[0] = 0 for i in range(1, H + max(A)): cands = [] for a, b in zip(A, B): if i - a >= 0: cands.append(b + dp[i - a]) if len(cands) == 0: dp[i] = MAX_LIMIT # we cannot directly reach this point else: dp[i] = min(cands) # print(dp) print(min(dp[H:]))","h, n = map(int, input().split()) ab = [list(map(int, input().split())) for _ in range(n)] dp = [0] * (h + max(a for a, b in ab)) for i in range(1, h + 1): dp[i] = min(dp[i - a] + b for a, b in ab) print(dp[h])",replace,TLE,No stderr available,Time Limit Exceeded,494,209,-285,0
p02787,Python,Runtime Error,"import sys import numpy as np h, n = list(map(int, input().split())) INF = 10**18 dp = np.full(h + 10001, INF, dtype=np.int64) dp[0] = 0 for line in sys.stdin: a, b = map(int, line.split()) for s in range(0, h, a): sa = s + a s2a = s + 2 * a dp[sa:s2a] = np.minimum(dp[sa:s2a], dp[s:sa] + b) print(dp[h:].min())","import sys import numpy as np h, n = map(int, input().split()) ab = np.array(sys.stdin.read().split(), dtype=np.int64) aaa = ab[0::2] bbb = ab[1::2] dp = np.zeros(10001, dtype=np.int64) for i in range(1, h + 1): dp[i] = (dp[i - aaa] + bbb).min() print(dp[h])",replace,TLE,No stderr available,Runtime Error,311,258,-53,0
p02787,Python,Time Limit Exceeded,"H, N = map(int, input().split()) magic = [list(map(int, input().split())) for _ in range(N)] max_magic = 0 for a, _ in magic: max_magic = max(max_magic, a) amount = H + 1 dp = [0] * (amount + max_magic) dp[0] = 0 ret = float(""inf"") for amt in range(1, amount + max_magic): t = [dp[amt - a] + b if amt - a >= 0 else float(""inf"") for a, b in magic] dp[amt] = min(t) if amt >= H: ret = min(dp[amt], ret) print(ret)","H, N = map(int, input().split()) magic = [list(map(int, input().split())) for _ in range(N)] max_magic = 0 for a, _ in magic: max_magic = max(max_magic, a) amount = H + 1 dp = [0] * (amount + max_magic) dp[0] = 0 ret = float(""inf"") for amt in range(1, amount + max_magic): t = [dp[amt - a] + b if amt - a >= 0 else float(""inf"") for a, b in magic] dp[amt] = min(t) if amt >= H: ret = min(dp[amt], ret) print(ret)",insert,TLE,No stderr available,Time Limit Exceeded,411,411,0,0
p02787,Python,Time Limit Exceeded,"import sys import functools def inpl(): return list(map(int, input().split())) @functools.lru_cache(maxsize=None) def solve(h): if h <= 0: return 0 ret_val = float(""inf"") for a, b in AB: ret_val = min(ret_val, b + solve(h - a)) return ret_val sys.setrecursionlimit(100000) H, N = inpl() AB = [inpl() for i in range(N)] AB.sort(key=lambda ab: (ab[0] / ab[1], -ab[0]), reverse=True) # print(AB) print(solve(H))","import sys import functools def inpl(): return list(map(int, input().split())) @functools.lru_cache(maxsize=None) def solve(h): if h <= 0: return 0 ret_val = float(""inf"") for a, b in AB: val = b + solve(h - a) if val < ret_val: ret_val = val else: break return ret_val sys.setrecursionlimit(100000) H, N = inpl() AB = [inpl() for i in range(N)] AB.sort(key=lambda ab: (ab[0] / ab[1], -ab[0]), reverse=True) # print(AB) print(solve(H))",replace,TLE,No stderr available,Time Limit Exceeded,408,434,26,0
p02787,Python,Runtime Error,"n, m = map(int, input().split()) dmg = [] cost = [] for i in range(m): a, b = map(int, input().split()) dmg.append(a) cost.append(b) inf = 10**9 dp = [inf] * 10001 dp[0] = 0 for i in range(m): for j in range(n): if dp[j] != inf: dp[j + dmg[i]] = min(dp[j + dmg[i]], dp[j] + cost[i]) print(min(dp[n:]))","n, m = map(int, input().split()) dmg = [] cost = [] for i in range(m): a, b = map(int, input().split()) dmg.append(a) cost.append(b) inf = 10**9 dp = [inf] * 30000 dp[0] = 0 for i in range(m): for j in range(n): if dp[j] != inf: dp[j + dmg[i]] = min(dp[j + dmg[i]], dp[j] + cost[i]) print(min(dp[n:]))",replace,0,No stderr available,Runtime Error,301,301,0,0
p02787,Python,Runtime Error,"def main(): h, n = map(int, input().split()) ab = [list(map(int, input().split())) for _ in range(n)] dp = [0] + [0] * h for i in range(1, h + 1): dp[i] = min(dp[i - a] + b for a, b in ab) print(dp[h]) if __name__ == ""__main__"": main()","def main(): h, n = map(int, input().split()) ab = [list(map(int, input().split())) for _ in range(n)] amax = max(a for a, b in ab) dp = [0] + [0] * (h + amax) for i in range(1, h + 1): dp[i] = min(dp[i - a] + b for a, b in ab) print(dp[h]) if __name__ == ""__main__"": main()",replace,0,No stderr available,Runtime Error,235,273,38,0
p02787,Python,Runtime Error,"H, N = map(int, input().split()) AB = [tuple(map(int, input().split())) for _ in range(N)] AB.sort(key=lambda x: x[1]) dp = [0] * (H + 1) for h in range(1, H + 1): dp[h] = min([dp[h - a] + b for a, b in AB]) print(dp[-1])","H, N = map(int, input().split()) AB = [tuple(map(int, input().split())) for _ in range(N)] AB.sort(key=lambda x: x[1]) dp = [0] * (H + 1) for h in range(1, H + 1): dp[h] = min([dp[max(h - a, 0)] + b for a, b in AB]) print(dp[-1])",replace,0,No stderr available,Runtime Error,221,229,8,0
p02787,Python,Runtime Error,"import sys def solve(h, n, ab): ab.sort(key=lambda x: x[1] / x[0]) INF = 10**18 cache = {} # とりあえず一番コスパいいやつだけを使った結果を暫定最良値としておく best = ((h - 1) // ab[0][0] + 1) * ab[0][1] def dp(k, i=0, cost=0): nonlocal best if k <= 0: return cost if (k, i) in cache: return cache[k, i] + cost a, b = ab[i] if k / a * b + cost >= best: # どう足掻いても残りでbestより良い結果は得られない return INF c = (k - 1) // a + 1 if i == n - 1: ret = cost + b * c else: ret = min(dp(k - a * j, i + 1, cost + b * j) for j in range(c + 1)) cache[k, i] = ret - cost best = min(best, ret) return ret dp(h) return best sys.setrecursionlimit(1001) h, n = map(int, input().split()) ab = [tuple(map(int, line.split())) for line in sys.stdin] print(solve(h, n, ab))","import sys def solve(h, n, ab): ab.sort(key=lambda x: x[1] / x[0]) INF = 10**18 cache = {} # とりあえず一番コスパいいやつだけを使った結果を暫定最良値としておく best = ((h - 1) // ab[0][0] + 1) * ab[0][1] def dp(k, i=0, cost=0): nonlocal best if k <= 0: return cost if (k, i) in cache: return cache[k, i] + cost a, b = ab[i] if k / a * b + cost >= best: # どう足掻いても残りでbestより良い結果は得られない return INF c = (k - 1) // a + 1 if i == n - 1: ret = cost + b * c else: ret = min(dp(k - a * j, i + 1, cost + b * j) for j in range(c + 1)) cache[k, i] = ret - cost best = min(best, ret) return ret dp(h) return best sys.setrecursionlimit(10001) h, n = map(int, input().split()) ab = [tuple(map(int, line.split())) for line in sys.stdin] print(solve(h, n, ab))",replace,0,No stderr available,Runtime Error,707,708,1,0
p02787,Python,Runtime Error,"h, n, *L = map(int, open(0).read().split()) dp = [0] * (h + 1) for i in range(1, h + 1): dp[i] = min(dp[i - a] + b for a, b in zip(*[iter(L)] * 2)) print(dp[h])","h, n, *L = map(int, open(0).read().split()) dp = [0] * (h + 99999) for i in range(1, h + 1): dp[i] = min(dp[i - a] + b for a, b in zip(*[iter(L)] * 2)) print(dp[h])",replace,0,No stderr available,Runtime Error,160,164,4,0
p02787,Python,Runtime Error,"def main(): h, n = map(int, input().split()) magic_list = [] for _ in range(n): a, b = map(int, input().split()) magic_list.append((a, b)) ans = solve(h, magic_list) print(ans) def solve(h, magic_list): # 1-origin dp = [0] * (h + 1) # time O(HN) for hp in range(1, h + 1): dp[hp] = min(dp[hp - attack] + mp for attack, mp in magic_list) return dp[h] main()","def main(): h, n = map(int, input().split()) magic_list = [] for _ in range(n): a, b = map(int, input().split()) magic_list.append((a, b)) ans = solve(h, magic_list) print(ans) def solve(h, magic_list): # 1-origin max_attack = max(magic_list)[0] dp = [0] * (h + max_attack) # time O(HN) for hp in range(1, h + 1): dp[hp] = min(dp[hp - attack] + mp for attack, mp in magic_list) return dp[h] main()",replace,0,No stderr available,Runtime Error,356,397,41,0
p02787,Python,Runtime Error,"h, n = map(int, input().split()) a = [] b = [] for i in range(n): a_, b_ = map(int, input().split()) a.append(a_) b.append(b_) dp = [float(""inf"")] * (h + 1010) dp[0] = 0 for i in range(h + 1): for j in range(n): dp[i + a[j]] = min(dp[i + a[j]], dp[i] + b[j]) print(min(dp[h:]))","h, n = map(int, input().split()) a = [] b = [] for i in range(n): a_, b_ = map(int, input().split()) a.append(a_) b.append(b_) dp = [float(""inf"")] * (h + 10010) dp[0] = 0 for i in range(h + 1): for j in range(n): dp[i + a[j]] = min(dp[i + a[j]], dp[i] + b[j]) print(min(dp[h:]))",replace,0,No stderr available,Runtime Error,277,278,1,0
p02787,Python,Time Limit Exceeded,"h, n = map(int, input().split()) x = [list(map(int, input().split())) for _ in range(n)] a, b = x[0] dp = [-(-i // a) * b for i in range(h + 1)] for j in range(1, n): a, b = x[j] for i in range(h + 1): if i >= a: dp[i] = min(dp[i], dp[i - a] + b) else: dp[i] = min(dp[i], b) print(dp[-1])","h, n = map(int, input().split()) x = [list(map(int, input().split())) for _ in range(n)] a, b = x[0] dp = [-(-i // a) * b for i in range(h + 1)] for j in range(1, n): a, b = x[j] for i in range(min(h + 1, a)): dp[i] = min(dp[i], b) for i in range(a, h + 1): dp[i] = min(dp[i], dp[i - a] + b) print(dp[-1])",replace,TLE,No stderr available,Time Limit Exceeded,288,305,17,0
p02787,Python,Time Limit Exceeded,"H, N = map(int, input().split()) M = [tuple(map(int, input().split())) for i in range(N)] dp = [(i + M[0][0] - 1) // M[0][0] * M[0][1] for i in range(H + 1)] for i in range(N): Ai, Bi = M[i] ndp = [0] * (H + 1) if Ai >= H: ndp[0 : H + 1] = [min(dp[j], Bi) for j in range(H + 1)] else: ndp[0 : Ai + 1] = [min(dp[j], Bi) for j in range(Ai + 1)] for j in range(Ai + 1, H + 1): ndp[j] = min(dp[j], ndp[j - Ai] + Bi) dp = ndp print(dp[H])","H, N = map(int, input().split()) M = [tuple(map(int, input().split())) for i in range(N)] dp = [(j + M[0][0] - 1) // M[0][0] * M[0][1] for j in range(H + 1)] for i in range(1, N): Ai, Bi = M[i] ndp = [0] * (H + 1) if Ai >= H: ndp[0 : H + 1] = [min(dp[j], Bi) for j in range(H + 1)] else: ndp[0 : Ai + 1] = [min(dp[j], Bi) for j in range(Ai + 1)] for j in range(Ai + 1, H + 1): ndp[j] = min(dp[j], ndp[j - Ai] + Bi) dp = ndp print(dp[H])",replace,TLE,No stderr available,Time Limit Exceeded,433,436,3,0
p02787,Python,Time Limit Exceeded,"import sys H, N = map(int, input().split()) A = [0] * N B = [0] * N for i in range(N): a, b = map(int, sys.stdin.readline().rstrip().split()) A[i] = a B[i] = b max_A = max(A) INF = 10**18 dp = [INF] * (H + max_A) dp[0] = 0 for i in range(0, H): for j in range(N): dp[i + A[j]] = min(dp[i] + B[j], dp[i + A[j]]) print(min(dp[H : H + max_A]))","import sys H, N = map(int, input().split()) A = [0] * N B = [0] * N for i in range(N): a, b = map(int, sys.stdin.readline().rstrip().split()) A[i] = a B[i] = b max_A = max(A) INF = 10**18 dp = [INF] * (H + max_A) dp[0] = 0 for i in range(H): for j in range(N): dp[i + A[j]] = min(dp[i] + B[j], dp[i + A[j]]) print(min(dp[H : H + max_A]))",replace,TLE,No stderr available,Time Limit Exceeded,340,337,-3,0
p02788,Python,Runtime Error,"from bisect import bisect_right n, d, a = map(int, input().split()) xh = sorted(list(map(int, input().split())) for _ in range(n)) x = [0] * (n + 1) h = [0] * (n + 1) s = [0] * (n + 1) for i, (f, g) in enumerate(xh): x[i], h[i] = f, g x[n] = 10**9 + 1 ans = 0 for i in range(n): if i > 0: s[i] += s[i - 1] h[i] -= s[i] if h[i] > 0: num = 0 - -h[i] // a ans += num s[i] += num * a j = bisect_right(x, x[i] + d * 2) s[j] -= num * a print(ans)","from bisect import bisect_right n, d, a = map(int, input().split()) xh = sorted(list(map(int, input().split())) for _ in range(n)) x = [0] * (n + 1) h = [0] * (n + 1) s = [0] * (n + 1) for i, (f, g) in enumerate(xh): x[i], h[i] = f, g x[n] = 10**10 + 1 ans = 0 for i in range(n): if i > 0: s[i] += s[i - 1] h[i] -= s[i] if h[i] > 0: num = 0 - -h[i] // a ans += num s[i] += num * a j = bisect_right(x, x[i] + d * 2) s[j] -= num * a print(ans)",replace,0,No stderr available,Runtime Error,440,441,1,0
p02789,Python,Runtime Error,"n, m = map(int, input().split()) if n / m == 1: print(""Yes"") else: print(""No"")","n, m = map(int, input().split()) if n == m: print(""Yes"") else: print(""No"")",replace,0,No stderr available,Runtime Error,78,74,-4,0
p02790,Python,Runtime Error,"a, b = [input() for i in range(2)] a_array = [] for i in range(int(b)): a_array.append(a) a_str = """".join(a_array) b_array = [] for i in range(int(a)): b_array.append(b) b_str = """".join(b_array) if a_str < b_str: print(a_str) elif b_str < a_str: print(b_str) else: print(a_str)","a, b = input().split() a_array = [] for i in range(int(b)): a_array.append(a) a_str = """".join(a_array) b_array = [] for i in range(int(a)): b_array.append(b) b_str = """".join(b_array) if a_str < b_str: print(a_str) elif b_str < a_str: print(b_str) else: print(a_str)",replace,EOFError: EOF when reading a line,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02790/Python/s069499411.py"", line 1, in <module>
    a, b = [input() for i in range(2)]
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02790/Python/s069499411.py"", line 1, in <listcomp>
    a, b = [input() for i in range(2)]
EOFError: EOF when reading a line
",Runtime Error,277,265,-12,0
p02790,Python,Runtime Error,"data = input().split() a = data[0] b = data[1] ans = min(a, b) * max(a, b) print(ans)","data = input().split() a = data[0] b = data[1] ans = min(a, b) * int(max(a, b)) print(ans)",replace,TypeError: can't multiply sequence by non-int of type 'str',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02790/Python/s088084103.py"", line 6, in <module>
    ans = min(a, b) * max(a, b)
TypeError: can't multiply sequence by non-int of type 'str'
",Runtime Error,85,90,5,0
p02790,Python,Runtime Error,"# -*- coding: utf-8 -*- # 入力を整数に変換して受け取る def input_int(): return int(input()) # マイナス1した値を返却 def int1(x): return int(x) - 1 # 半角スペース区切り入力をIntに変換してMapで受け取る def input_to_int_map(): return map(int, input().split()) # 半角スペース区切り入力をIntに変換して受け取る def input_to_int_tuple(): return tuple(map(int, input().split())) # 半角スペース区切り入力をIntに変換してマイナス1した値を受け取る def input_to_int_tuple_minus1(): return tuple(map(int1, input().split())) def main(): a, b = input_to_int_map() import itertools _a = itertools.repeat(str(a), b) _b = itertools.repeat(str(b), a) ret = _b if _a < _b: ret = _a return ret if __name__ == ""__main__"": print(main())","# -*- coding: utf-8 -*- # 入力を整数に変換して受け取る def input_int(): return int(input()) # マイナス1した値を返却 def int1(x): return int(x) - 1 # 半角スペース区切り入力をIntに変換してMapで受け取る def input_to_int_map(): return map(int, input().split()) # 半角スペース区切り入力をIntに変換して受け取る def input_to_int_tuple(): return tuple(map(int, input().split())) # 半角スペース区切り入力をIntに変換してマイナス1した値を受け取る def input_to_int_tuple_minus1(): return tuple(map(int1, input().split())) def main(): a, b = input_to_int_map() import itertools _a = """".join(itertools.repeat(str(a), b)) _b = """".join(itertools.repeat(str(b), a)) ret = _b if _a < _b: ret = _a return ret if __name__ == ""__main__"": print(main())",replace,TypeError: '<' not supported between instances of 'itertools.repeat' and 'itertools.repeat',"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02790/Python/s395813013.py"", line 42, in <module>
    print(main())
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02790/Python/s395813013.py"", line 35, in main
    if _a < _b:
TypeError: '<' not supported between instances of 'itertools.repeat' and 'itertools.repeat'
",Runtime Error,616,634,18,0
p02791,Python,Time Limit Exceeded,"N = int(input()) P = list(map(int, input().split())) print(1 + sum([int(P[i] <= min(P[:i])) for i in range(1, N)]))","N = int(input()) P = list(map(int, input().split())) Q = [] m = 10**17 for p in P: m = min(m, p) Q.append(m) c = 0 for x, y in zip(P, Q): if x <= y: c += 1 print(c)",replace,TLE,No stderr available,Time Limit Exceeded,115,164,49,0
p02791,Python,Runtime Error,"N = int(input()) P = map(int, input().split()) ret = 0 currmin = P[0] for i in range(N): if P[i] <= currmin: currmin = P[i] ret += 1 print(ret)","N = int(input()) P = list(map(int, input().split())) ret = 0 currmin = P[0] for i in range(N): if P[i] <= currmin: currmin = P[i] ret += 1 print(ret)",replace,TypeError: 'map' object is not subscriptable,"Traceback (most recent call last):
  File ""/home/alex/Documents/bug-detection/input/Project_CodeNet/data/p02791/Python/s629344950.py"", line 5, in <module>
    currmin = P[0]
TypeError: 'map' object is not subscriptable
",Runtime Error,143,149,6,0
p02793,Python,Time Limit Exceeded,"from fractions import gcd import sys input = sys.stdin.buffer.readline mod = 10**9 + 7 def modinv(a, mod): return pow(a, mod - 2, mod) n = int(input()) if n == 1: print(1) exit() A = list(map(int, input().split())) lcm = A[0] for i in range(n): g = gcd(lcm, A[i]) lcm = lcm * A[i] // g ans = 0 for i in range(n): gyaku = modinv(A[i], mod) ans += lcm * gyaku ans %= mod print(ans)","from fractions import gcd import sys input = sys.stdin.buffer.readline mod = 10**9 + 7 def modinv(a, mod): return pow(a, mod - 2, mod) n = int(input()) if n == 1: print(1) exit() A = list(map(int, input().split())) lcm = A[0] for i in range(n): g = gcd(lcm, A[i]) lcm *= A[i] // g ans = 0 for i in range(n): gyaku = modinv(A[i], mod) ans += lcm * gyaku ans %= mod print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,379,374,-5,0
p02793,Python,Time Limit Exceeded,"from fractions import gcd n = int(input()) aaa = list(map(int, input().split())) MOD = 10**9 + 7 lcm = aaa[0] for a in aaa[1:]: lcm = lcm * a // gcd(lcm, a) ans = 0 for a in aaa: ans = (ans + lcm // a) % MOD print(ans)","from fractions import gcd n = int(input()) aaa = list(map(int, input().split())) MOD = 10**9 + 7 lcm = aaa[0] for a in aaa[1:]: lcm = lcm * a // gcd(lcm, a) ans = sum(lcm // a for a in aaa) % MOD print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,218,206,-12,0
p02793,Python,Time Limit Exceeded,"from collections import Counter MOD = 10**9 + 7 N = int(input()) A = list(map(int, input().split())) def prime_factorize(n): a = [] while n % 2 == 0: a.append(2) n //= 2 f = 3 while f * f <= n: if n % f == 0: a.append(f) n //= f else: f += 2 if n != 1: a.append(n) return a prime = [0] * (10**6 + 1) for i in range(N): c = Counter(prime_factorize(A[i])) for j in c.items(): prime[j[0]] = max(j[1], prime[j[0]]) lcm = 1 for i in range(10**6): if prime[i] > 0: lcm *= pow(i, prime[i], MOD) ans = 0 for i in range(N): ans += lcm // A[i] ans %= MOD print(ans)","from collections import Counter MOD = 10**9 + 7 N = int(input()) A = list(map(int, input().split())) def prime_factorize(n): a = [] while n % 2 == 0: a.append(2) n //= 2 f = 3 while f * f <= n: if n % f == 0: a.append(f) n //= f else: f += 2 if n != 1: a.append(n) return a prime = [0] * (10**6 + 1) for i in range(N): c = Counter(prime_factorize(A[i])) for j in c.items(): prime[j[0]] = max(j[1], prime[j[0]]) lcm = 1 for i in range(10**6): if prime[i] > 0: lcm *= pow(i, prime[i], MOD) ans = 0 for i in range(N): ans += lcm * pow(A[i], MOD - 2, MOD) ans %= MOD print(ans)",replace,TLE,No stderr available,Time Limit Exceeded,555,573,18,0
